0			
1000			
2000			
3000			
4000			
5000			
6000			
7000			
8000			
9000			
10000			
11000			
12000			
13000			
14000			
15000			
16000			
17000			
18000			
19000			
20000			
21000			
22000			
23000			
24000			
25000			
26000			
27000			
28000			
29000			
30000			
31000			
32000			
33000			
34000			
35000			
36000			
37000			
38000			
39000			
40000			
41000			
42000			
43000			
44000			
45000			
46000			
47000			
48000			
49000			
50000			
51000			
52000			
53000			
54000			
55000			
56000			
57000			
58000			
59000			
60000			
61000			
62000			
63000			
64000			
65000			
66000			
67000			
68000			
69000			
70000			
71000			
72000			
73000			
74000			
75000			
76000			
77000			
78000			
79000			
80000			
81000			
82000			
83000			
84000			
85000			
86000			
87000			
88000			
89000			
90000			
91000			
92000			
93000			
94000			
95000			
96000			
97000			
98000			
99000			
100000			
101000			
102000			
103000			
104000			
105000			
106000			
107000			
108000			
109000			
110000			
111000			
112000			
113000			
114000			
115000			
116000			
117000			
118000			
119000			
120000			
121000			
122000			
123000			
124000			
125000			
126000			
127000			
128000			
129000			
130000			
131000			
132000			
133000			
134000	-4252	26572	9689
135000	7043	-4350	40856
136000	12046	-2923	38228
137000	9985	310	34163
138000	10013	303	34015
139000	10125	-1	34106
140000	10406	241	19092
141000	10399	311	19024
142000	10403	283	19055
143000	10405	283	19065
144000	10401	343	19011
145000	10406	311	19042
146000	10400	332	19018
147000	10399	330	18967
148000	10397	343	18627
149000	10353	303	13866
150000	10407	345	13930
151000	10413	346	13932
152000	10412	362	13926
153000	10413	365	13926
154000	10411	380	13921
155000	10406	384	13923
156000	10398	378	13932
157000	10396	372	13938
158000	10397	402	13922
159000	10400	393	13931
160000	10402	417	13919
161000	10398	412	13929
162000	10394	413	13931
163000	10394	423	13933
164000	10388	430	13931
165000	10386	434	13934
166000	10383	453	13930
167000	10383	446	13939
168000	10383	459	13935
169000	10387	461	13938
170000	10383	464	13937
171000	10385	476	13933
172000	10347	499	14288
173000	10345	497	14298
174000	10346	482	14315
175000	10345	499	14307
176000	10346	505	14307
177000	10345	503	14312
178000	10343	514	14307
179000	10342	510	14314
180000	10339	536	14301
181000	10342	542	14301
182000	10336	528	14315
183000	10326	493	14353
184000	10331	326	14549
185000			
186000			
187000			
188000			
189000	10309	608	24784
190000	10331	608	24866
191000	10322	561	24916
192000	10321	597	24890
193000	10317	604	24884
194000	10312	648	24850
195000	10308	675	24830
196000	10317	641	24865
197000	10322	627	24885
198000	10317	632	24885
199000	10314	647	24874
200000	10307	680	24849
201000	10305	702	24836
202000	10309	646	24893
203000	10306	755	24798
204000	10311	643	24910
205000	10317	674	24896
206000	10409	465	25138
207000	10503	-295	25923
208000	10044	863	24850
209000			
210000			
211000			
212000			
213000			
214000			
215000			
216000			
217000			
218000	-19696	21633	11606
219000	-21048	21303	10719
220000	1044	6886	37052
221000	7661	2286	45109
222000	6073	3234	43262
223000	9728	1003	47541
224000	1467	6194	37797
225000	10505	499	48477
226000	3127	5151	39765
227000	10514	540	48472
228000	4790	4059	41762
229000	9412	1233	47115
230000			
231000			
232000			
233000			
234000	9258	1368	44045
235000	9187	1308	43988
236000	10451	674	45374
237000	9647	881	44581
238000			
239000			
240000	-28268	28820	1916
241000	-27738	32043	1122
242000			
243000	8461	1581	46155
244000	-30646	27719	1585
245000	-26782	27202	2608
246000	-28703	28164	513
247000	-29203	29207	629
248000	-24589	25343	5468
249000	-28864	29095	340
250000			
251000	-29372	27317	395
252000			
253000	-15124	16664	18243
254000	11896	2234	25673
255000	10174	983	26622
256000	10160	736	26301
257000	10161	738	26216
258000	10197	647	26273
259000	10156	741	26136
260000	10148	492	26356
261000	10138	869	25994
262000	10154	555	26274
263000	10128	923	25937
264000	10134	704	26132
265000	10146	435	26364
266000	10146	568	26235
267000	10127	838	25990
268000	10147	757	26053
269000	10143	577	26203
270000	10151	530	26245
271000	10137	759	26042
272000	10115	523	26233
273000	10123	607	26156
274000	10150	758	26023
275000	10116	601	26146
276000	10119	373	26345
277000	10132	641	26111
278000	10119	659	26082
279000	10111	635	26102
280000	10124	293	26392
281000	10109	639	26082
282000	10100	672	26046
283000	10091	688	26035
284000	10107	-111	26787
285000	10063	-230	27093
286000			
287000			
288000			
289000			
290000			
291000			
292000			
293000			
294000	-26021	23993	5181
295000	5202	2910	42521
296000	10669	92	48638
297000	9666	1055	47308
298000	11736	-316	49803
299000	7926	2069	45294
300000	10052	907	47729
301000	1851	5606	38306
302000	-16873	17943	15883
303000	-3676	8398	32181
304000	2683	5013	39298
305000			
306000	-24524	8189	8858
307000			
308000			
309000			
310000	2250	5100	36112
311000	9969	306	45137
312000	8869	706	43972
313000	10441	-133	45739
314000			
315000			
316000			
317000			
318000	5461	2991	42811
319000	630	6210	37000
320000	3777	4589	40471
321000	3177	4389	40141
322000	6128	2627	43572
323000	6087	2665	43517
324000	5620	2971	42965
325000	3227	4389	40192
326000	771	5905	37309
327000	4867	3506	42040
328000	-767	6672	35609
329000	9362	696	47336
330000	7593	1804	45251
331000	4034	3833	41165
332000	2657	4887	39442
333000	-21604	21638	9955
334000	10070	413	25462
335000	10068	439	24816
336000	10059	426	24833
337000	10041	486	24778
338000	10068	272	24978
339000	10060	393	24866
340000	10063	380	24883
341000	10061	510	24765
342000	10047	462	24811
343000	10064	276	24986
344000	10051	474	24805
345000	10066	352	24921
346000	10065	290	24980
347000	10054	390	24893
348000	10057	403	24881
349000	10052	395	24896
350000	10065	461	24836
351000	10052	416	24875
352000	10065	373	24922
353000	10050	362	24932
354000	10062	447	24862
355000	10058	465	24847
356000	10060	449	24863
357000	10050	472	24842
358000	9974	813	23667
359000	10058	428	13982
360000	10058	433	13980
361000	10060	432	13983
362000	10063	428	13985
363000	10062	432	13983
364000	10065	446	13978
365000	10064	447	13982
366000	10065	444	13981
367000	10066	451	13982
368000	10064	455	13981
369000	10061	464	13976
370000	10062	459	13981
371000	10066	472	13973
372000	10059	473	13976
373000	10055	498	13962
374000	10057	499	13966
375000	10054	491	13980
376000	10060	509	13970
377000	10063	512	13973
378000	10051	558	13947
379000	10026	737	13802
380000	10029	780	13774
381000	10142	483	14038
382000			
383000			
384000			
385000			
386000			
387000			
388000			
389000			
390000			
391000			
392000			
393000			
394000			
395000			
396000			
397000			
398000			
399000			
400000			
401000			
402000			
403000			
404000			
405000			
406000			
407000			
408000			
409000			
410000			
411000			
412000			
413000			
414000			
415000			
416000			
417000			
418000			
419000			
420000			
421000			
422000			
423000			
424000			
425000			
426000			
427000			
428000			
429000			
430000			
431000			
432000			
433000			
434000			
435000			
436000			
437000			
438000			
439000			
440000			
441000			
442000			
443000			
444000			
445000			
446000			
447000			
448000			
449000			
450000			
451000			
452000			
453000			
454000			
455000			
456000			
457000			
458000			
459000			
460000			
461000			
462000			
463000			
464000			
465000			
466000			
467000			
468000			
469000			
470000			
471000			
472000			
473000			
474000			
475000			
476000			
477000			
478000			
479000			
480000			
481000			
482000			
483000			
484000			
485000			
486000			
487000			
488000			
489000			
490000			
491000			
492000			
493000			
494000			
495000			
496000			
497000			
498000			
499000			
500000			
501000			
502000			
503000			
504000			
505000			
506000			
507000			
508000			
509000			
510000			
511000			
512000			
513000			
514000			
515000			
516000			
517000			
518000			
519000			
520000			
521000			
522000			
523000			
524000			
525000			
526000			
527000			
528000			
529000			
530000			
531000			
532000			
533000			
534000			
535000			
536000			
537000			
538000			
539000			
540000			
541000			
542000			
543000			
544000			
545000			
546000			
547000			
548000			
549000			
550000			
551000			
552000			
553000			
554000			
555000			
556000			
557000			
558000			
559000			
560000			
561000			
562000			
563000			
564000			
565000			
566000			
567000			
568000			
569000			
570000			
571000			
572000			
573000			
574000			
575000			
576000			
577000			
578000			
579000			
580000			
581000			
582000			
583000			
584000			
585000			
586000			
587000			
588000			
589000			
590000			
591000			
592000			
593000			
594000			
595000			
596000			
597000			
598000			
599000			
600000			
601000			
602000			
603000			
604000			
605000			
606000			
607000			
608000			
609000			
610000			
611000			
612000			
613000			
614000			
615000			
616000			
617000			
618000			
619000			
620000			